[2025-12-10 15:34:53] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-09
正在获取论文...
[arXiv] 2025-12-09 | Identifying counterfactual probabilities using bivariate distributions and uplift modeling
[NO] 1060/1810 | Multiresolution Ensemble Consensus Graph Learning for Phase Identification in Power Distribution Systems
[NO] 1061/1810 | Sub-Synchronous Oscillations Suppression in Weak Grids Using Adaptive Control and High-Pass Filter
[NO] 1062/1810 | Aerial Intelligence for Ecosystem Protection Through AI-Enhanced UAV Surveillance of Invasive Flora
[NO] 1063/1810 | Real-Time Voltage Security Assessment via Contingency Analysis Using a Mixture-of-Experts Under Varying Power Network Topologies
[NO] 1064/1810 | A Timing Complementary Ternary Content-Addressable Memory Based on Memristor
[NO] 1065/1810 | ML for Insurance Risk Prediction: Models, Metrics, and Insights with a Graph-Causal-Transformer Approach
[NO] 1066/1810 | Evaluation of Open-Source Small Vision–Language Models for Medical Prescriptions Understanding
[NO] 1067/1810 | Reinforcement Learning for Dynamic RDF Schema Evolution in NoSQL Databases
[NO] 1068/1810 | A CNN-Based Continuous Authentication Framework for Enhancing Mobile Device Privacy Protection
[NO] 1069/1810 | Bridge Structural Damage Detection Based on Covariance-Driven Stochastic Subspace Identification
[NO] 1070/1810 | Measuring Power Grid Resilience in the Era of Flexible Resources Using Multi-time-step Dispatch Models
[YES] 1071/1810 | Comparative Evaluation of Reinforcement Learning and Evolutionary Algorithms for Effective Analog Circuit Sizing
[NO] 1072/1810 | Improving Power Flow Convergence By Leveraging Region of Attraction Visualization
[NO] 1073/1810 | 2025 22nd International Conference on Electrical Engineering, Computing Science and Automatic Control (CCE)
[NO] 1074/1810 | Effect of Pin-to-Pin Gliding Arc Plasma on NO
                    <i>
                      <sub>x</sub>
                    </i>
                    Suppression in Premixed Ammonia/Oxygen Combustion
[NO] 1075/1810 | DeepVIS: Bridging Natural Language and Data Visualization Through Step-wise Reasoning_supp1-3634645.mov
[NO] 1076/1810 | Towards Accurate Procedure Planning in Instructional Videos: Visual State Generation Helps Task-Selective Diffusion
[NO] 1077/1810 | SFedCA: Credit Assignment-Based Active Client Selection Strategy for Spiking Federated Learning
[NO] 1078/1810 | IEEE Aerospace and Electronic Systems Magazine Publication Information
[NO] 1079/1810 | In This Issue–Technically
[NO] 1080/1810 | IAS/PCA 2024 Cover Page
[NO] 1081/1810 | A Measurement Framework for Few-Shot Industrial Defect Detection Incorporating EF-Gen
[NO] 1082/1810 | Front Cover
[NO] 1083/1810 | 2025 International Conference on Networking and Network Applications (NaNA)
[NO] 1084/1810 | Cover 4
[NO] 1085/1810 | Guest Editorial: Advances in Communication Technologies for Public Safety
[NO] 1086/1810 | Call for Papers
[NO] 1087/1810 | WPAlloc: An Efficient Wear-Leveling-Aware Parallel Allocator for Persistent Memory File Systems
[NO] 1088/1810 | Attentional Multidomain Feature Fusion for Underwater Acoustic Signal Classification
[NO] 1089/1810 | A Parallel Network Architecture for Automatic Slip Detection Task in Human-Centered Footwear Test_supp1-3627208.docx
[NO] 1090/1810 | High Performance MEMS Magnetic Actuator Based on FeGa and FeGaCr Thin Films
[NO] 1091/1810 | Distributed Real-Time Topology Reconfiguration for UAV Swarms via MADDPG
[NO] 1092/1810 | On-demand Resource Allocation for A Quantum Network Hub
[NO] 1093/1810 | Multi-Channel Clutter Modeling and Clutter Characteristic Analysis for Space-Missile Bistatic Radar Systems
[NO] 1094/1810 | Atomic Norm for Parametric Estimation of Sparse Channels
[NO] 1095/1810 | Fabrication of High-Flexibility LIG@PF/PDMS Composite for Flexible Pressure Sensors_supp1-3638999.doc
[NO] 1096/1810 | FedCanon: Non-Convex Composite Federated Learning with Efficient Proximal Operation on Heterogeneous Data
[NO] 1097/1810 | Network Coding in BLE Networks
[NO] 1098/1810 | ISP-CIR-Based Channel Modeling and Modified-TCFFN Demodulation for Mobile Ultraviolet Communication
[NO] 1099/1810 | Human-Centered XAI in Elderly Care: A Communication-Focused Participatory Framework
[NO] 1100/1810 | The 2nd Edition of the Spring School on Social XR organized by CWI
[NO] 1101/1810 | Make soil healthy again: Construction of ontology-compliant soil health knowledge graph with large language models
[NO] 1102/1810 | ICECE 2025 List Reviewer Page
[NO] 1103/1810 | Advanced Baghouse Control and Monitoring: Diagnostic-based Troubleshooting in Today’s IoT Revolution
[NO] 1104/1810 | Precise Control of the Kiln Shell Temperature Versus Conventional Cooling Fans
[NO] 1105/1810 | SemCom-OPTIMA: Empirically-Driven Optimization of Semantic Image Transmission across Heterogeneous Edge-Cloud Systems
[NO] 1106/1810 | Computation-Efficient Aerial-Marine Integrated Networks for Search and Rescue via Cooperative HAPS, UAVs and MASSs
[NO] 1107/1810 | Multiphysics Analysis and Simulation of Wireless Passive Temperature and Pressure sensors for Harsh-Environment Applications
[NO] 1108/1810 | Let There Be A LEAD: A New Path Towards Trustworthy Legal Summary Evaluation
[NO] 1109/1810 | Fully Distributed Nash Equilibrium Search for Aggregate Games under Coupling Constraints with Bounded Disturbances
[NO] 1110/1810 | A Meta-Knowledge-Driven Approach for Adaptive Security Provisioning in Industrial IoT
[YES] 1111/1810 | RRTL: Red Teaming Reasoning Large Language Models in Tool Learning
[NO] 1112/1810 | SalMIM: Saliency-guided Masked Image Modeling Network for Visual Emotion Analysis
[NO] 1113/1810 | LiDAR-Based Autonomous Docking System for Uncooperative Vessels in GNSS-Denied Environments Using a Size-Adaptive Dubins Path
[NO] 1114/1810 | Transmission-Distribution-Microgrid Network Coordination Strategy for Enhancing Grid Adequacy
[NO] 1115/1810 | IEEE Transactions on Privacy
[NO] 1116/1810 | Coordinated Voltage Control and Optimization of Distribution Feeders Using Gaussian Process Regression: Proposing A New Framework
[NO] 1117/1810 | 50 &amp; 25 Years Ago
[NO] 1118/1810 | ICT&amp;KE 2025 Cover Page
[NO] 1119/1810 | A 220-GHz BiCMOS Wireless Coherent Transmitter Using Free-Running Oscillators and Kramers–Kronig Technique
[NO] 1120/1810 | IEEE Computing in Science and Engineering
[NO] 1121/1810 | Resource-Saving Navigation Algorithm Based on Random Sampling Search
[NO] 1122/1810 | Baseline Hydropower Generation Offer Curves
[NO] 1123/1810 | Language-Enhanced Mobile Manipulation for Efficient Object Search in Indoor Environments
[NO] 1124/1810 | Anomaly Detection Method for Industrial Network Data Based on Multi-Scale Feature Clustering
[NO] 1125/1810 | Techno-economic Analysis of Power Supply Under Population Uncertainty in Ethiopia
[NO] 1126/1810 | Adaptive PI-PBC Performance via Proportional Gain Scaling in Single-Phase PWM-CSC under Linear Current Demand
[NO] 1127/1810 | Modeling Fragility Curves for Substation Components Based On HILP Events Intensity
[NO] 1128/1810 | A Highly Compatible Variable-Diameter Spherical Shell Based on Arc-Shaped Four-Bar Linkage Mechanism
[NO] 1129/1810 | Massively Parallel Burrows-Wheeler Alignment for Microbiome Analysis over Plant Genomic Data
[NO] 1130/1810 | Self-Supervised Image Classification Method Based on Multi-Attention Contrastive Learning
[NO] 1131/1810 | Beyond Specs—Requirements Engineering for a Trusted Future
[NO] 1132/1810 | Prevention through Design: Reducing risk in Absence of Voltage Testing to Improve Safety in Low Voltage Distribution and Control Equipment
[NO] 1133/1810 | Reservation-Based Optimization of Electric Vehicle Charging Considering Dynamic Pricing and Operating Envelopes
[NO] 1134/1810 | Analysis of Factors Contributing to Runs Conceded by Starting Pitchers in Innings Immediately Following Their Own Team’s Offensive Scoring
[NO] 1135/1810 | What Congtive Evaluation Theory Teaches Us About Effective Demand Response Program Design
[NO] 1136/1810 | Hybrid Method with Reinforcement Learning for Solar Irradiance Forecasting
[NO] 1137/1810 | Approximating CCCV charging using SOC-dependent tapered charging power constraints in long-term microgrid planning
[NO] 1138/1810 | Visualization of Performance Indicators Influencing Rugby Union Match Outcomes Using R Shiny
[NO] 1139/1810 | A Roadmap for Multimodal Fusion in IoT-Enabled Context-Aware Recommender Systems
[NO] 1140/1810 | Raising Awareness of Energy Consumption in Machine Learning
[YES] 1141/1810 | Nail: Not Another Fault-Injection Framework for Chisel-generated RTL
[NO] 1142/1810 | Post-Disaster Home Energy Management with Prioritized HVAC and Synthetic Load Modeling
[NO] 1143/1810 | Approximating Eigenpairs With Neural Networks by Loss Function Minimization
[NO] 1144/1810 | Decoding Ship Signatures in SAR Imagery Using Deep Learning for Maritime Surveillance
[NO] 1145/1810 | A Cost-Resilience Trade-Off Framework for Optimizing Microgrid Resource Allocation
[NO] 1146/1810 | Lower Bounds for Weighted Matroid Problems
[NO] 1147/1810 | Robust and Efficient Hybrid Functional Maps for Non-Rigid Shape Matching
[NO] 1148/1810 | Research on Specialized Development of Wing Structures Based on MSC.Patran
[NO] 1149/1810 | Joint Design and Recovery Optimization to Enhance Resilience of Distribution Networks
[NO] 1150/1810 | GLIIDE: Global-Local Image Integration via Descriptive Extraction
[NO] 1151/1810 | Research on distributed communicational radar networking anti-stealth location technology
[NO] 1152/1810 | Intelligent Irrigation System for Roof Gardens Based on Microcontroller
[NO] 1153/1810 | Analysis of the Impact of Digital Literacy and VR Interaction Technology on Public Participation in Community Renovation Behavior—A Survey Experiment Based on Communities in City C
[NO] 1154/1810 | A Stamp Extraction Method for Document Images Based on Generative Adversarial Networks
[NO] 1155/1810 | Design and Evaluation of a Virtual Reality-Based Gamified Balance Training System
[NO] 1156/1810 | Design, Model, and Explore Approximate Arithmetic Operators with AI/ML: A Tutorial
[NO] 1157/1810 | Integrating Outage and Restoration Time Disparities in Social Vulnerability
[NO] 1158/1810 | GIS-Based Flood Management System Using Remote Sensing
[YES] 1159/1810 | Impact of Contention-Aware Placement in Heterogeneous Edge Devices
[NO] 1160/1810 | A Surety Microgrid Architecture for Rural Area Applications in the Commonwealth of Pennsylvania
[NO] 1161/1810 | Enhancing Frequency Response Using Deep Reinforcement Learning-Controlled Battery Energy Storage Systems
[NO] 1162/1810 | Bayesian Inference of Three-phase Line-to-ground Faults Using Synchrophasor Measurements
[NO] 1163/1810 | A Reflective Study on Deep Learning in Brain Tumor Segmentation
[NO] 1164/1810 | Design and Experimental Evaluation of an ESP32-Based Power Quality Analyzer with Introduction to Supra-Harmonic Analysis
[NO] 1165/1810 | Two-tier Certificate Service for Vehicle-Road Collaboration Based on Edge Proxy and Devices Mobility Features
[NO] 1166/1810 | HSM-YOLO: Hierarchical Screening and Multi-scale YOLOv8
[NO] 1167/1810 | Quantifying Power Systems Resilience Using Statistical Analysis and Bayesian Learning
[NO] 1168/1810 | Automatic Enrichment of Biometric Databases with Metadata Using LLMs
[YES] 1169/1810 | Leveraging Design Static Analysis for Vertical Reuse in Functional Verification
[NO] 1170/1810 | Classification of Arrhythmic Heart Sound Signals
[NO] 1171/1810 | Evaluation of DPU-Accelerated CNNS for Emergency RF Signal Classification in Future Rescue Systems
[NO] 1172/1810 | Portable Impedance Microfluidic Platform for 60-Minute Antibiotic Susceptibility Testing
[NO] 1173/1810 | Load Matching Potential of Urban Renewables during Extreme Heat in New York City
[NO] 1174/1810 | Authors Index
[NO] 1175/1810 | Wireless Human-Machine Collaboration in Industry 5.0
[NO] 1176/1810 | Task-Oriented Integrated Sensing and Semantic Communications for Multi-Device Video Analytics
[NO] 1177/1810 | A Lightweight Cascade Network for Wideband Signal Detection and Recognition in Aerial Degraded Electromagnetic Scenarios
[NO] 1178/1810 | A Linear Programming Framework for Optimal Event-Triggered LQG Control
[NO] 1179/1810 | DA-Net: A Double Alignment Multimodal Learning Network for Point Cloud Quality Assessment
[NO] 1180/1810 | Wireless Multi-Port Sensing: Virtual-VNA-Enabled De-Embedding of an Over-the-Air Fixture
[NO] 1181/1810 | Enhanced Entity Matching between PubMed Authors and Research Institute’s Employees using Machine Learning
[NO] 1182/1810 | Uniaxial Piezoresistive Stress Sensor With Near-Zero Transverse Sensitivity
[NO] 1183/1810 | <i>Computer</i>
                    Highlights Society Magazines
[NO] 1184/1810 | Table of Contents
[NO] 1185/1810 | Design and Implementation of a Low-Power Memristor-Based Piccolo-80 Lightweight Encryption Algorithm Using VTM Logic Gates
[NO] 1186/1810 | Synthetic Data Generation for Microalgal Cultivation Using Variational Autoencoders, GANs, and Copula-Based Models: A Case Study on Nannochloropsis oculata
[NO] 1187/1810 | Voxel-Level Brain States Prediction Using Swin Transformer_supp1-3613793.docx
[NO] 1188/1810 | 2025 Aerospace &amp; Electronic Systems Society: Organization and Representatives
[NO] 1189/1810 | Visibility-Aware User Association and Resource Allocation in Multi-Slice LEO Satellite Networks
[NO] 1190/1810 | IEEE Computer Society Information
[NO] 1191/1810 | License-Compliant Distribution of Open Source Code
[NO] 1192/1810 | 2025 IEEE International Conference on Cyborg and Bionic Systems (CBS)
[NO] 1193/1810 | An AI-Driven Command &amp; Control Platform for Automated Post-Exploitation Intelligence Gathering and Reporting
[NO] 1194/1810 | Robust Intrusion Detection Framework Using Diffusion Model Data Augmentation and Hybrid Feature Selection
[NO] 1195/1810 | Spot-Energy-Aware Check-pointing for Reliable and Cost-Efficient Cloud-Based LLM Fine-Tuning
[NO] 1196/1810 | VArsity: Can Large Language Models Keep Power Engineering Students in Phase?
[NO] 1197/1810 | Fit4MedRob: A Next-Generation Platform for Intelligent Robotic Rehabilitation
[NO] 1198/1810 | Towards an Energy-Efficient RISC-V Core Architecture with Dynamic Dual-Issue and Clock Gating
[YES] 1199/1810 | Leveraging Large Language Models for Operational Specification Mining in Industrial Control Systems
[NO] 1200/1810 | ResNet50 Architecture and AttenD Algorithm-based Driver Distraction Detection Method
[NO] 1201/1810 | Fine-grained Fault Tolerance in Distributed Training Toolkits using the Syndicated Actor Model
[NO] 1202/1810 | Evaluation of Entity and Relation Linking for Question Answering over Knowledge Graphs
[NO] 1203/1810 | Proceedings of the Knowledge Capture Conference 2025
[NO] 1204/1810 | Research and Implementation of an Intelligent Assisted Design Platform for Home Decoration Based on the Integration of XR and AIGC
[NO] 1205/1810 | Smart Home Security System Based on Microcontroller
[NO] 1206/1810 | DFPA: Dual-Fusion with Parallel Attention for Handwriting Mathematical Expression Recognition
[NO] 1207/1810 | Physical Manifestation of Generative AI Music Systems for Live Performance
[NO] 1208/1810 | Framing the Unseen: Gesture, Network, and Intent in the Art of the Screenshot
[NO] 1209/1810 | "Is This Your True Intention to Participate?" — Simulated Interrogation and Hidden Control in an Agent-Driven Installation
[NO] 1210/1810 | European Space Agency Cyber Italy: Enabling Evidence-Based Decision-Making in Smart Communities
[NO] 1211/1810 | Overview of Satellite Internet Application Security
[NO] 1212/1810 | A Fuzzy-Driven Federated Learning Framework for Sustainable Energy Network
[NO] 1213/1810 | A 20 Gb/s Half-Rate PAM-4 Clock and Data Recovery with Data Independent Phase Tracking Compensation Technique
[NO] 1214/1810 | A Sliding-Window Prony-Based Method for Real-Time Frequency Trend Estimation in Power Systems
[NO] 1215/1810 | High-Precision CMOS Multiplier with Wide Dynamic Range
[NO] 1216/1810 | Evaluating Reliability Impacts of Regional Air Mobility Operations on Power Systems
[NO] 1217/1810 | Toward a Best Practices Model for Web Accessibility in E-Government Portals
[NO] 1218/1810 | Development of a Compact Single-Channel Wristband EMG Sensor System for Hand Gesture Recognition
[NO] 1219/1810 | Detecting Data Poisoning via LRP Heatmap Features: A Chest X-ray Case Study
[NO] 1220/1810 | Miniaturized Dual 400 mV LDO Regulators with 7.3–21.5 nA Quiescent Current for Biomedical Implants
[NO] 1221/1810 | Some CO2 Utilization/Processing Technologies of Interest to the Cement Industry
[NO] 1222/1810 | Addressing Data Heterogeneity and Disparity in Federated Learning
[NO] 1223/1810 | Structural Complexity Metrics for Workflow Nets
[NO] 1224/1810 | An Analog Hardware Squarer-Based Edge Detector for Breast Cancer
[YES] 1225/1810 | Bridging Formal and Dynamic Verification: A Unified Methodology for Design Verification
[NO] 1226/1810 | FLAMA: Architecting Floating-Point Atomic Memory Operations for Heterogeneous HPC Systems
[NO] 1227/1810 | Profiling of Tobacco Consumers in Eastern Mediterranean Region
[NO] 1228/1810 | Comparative Study of Single Event Transient Effects on Dynamic Comparator in Bulk CMOS
[NO] 1229/1810 | A 208 MS/s 32-Channel Burst-Sampling ADC in 0.18um BiCMOS
[NO] 1230/1810 | Precision Underwater Navigation: Robust Trajectory Tracking for Hybrid Gliders Via Novel STA-Backstepping Control
[YES] 1231/1810 | Hardware-Level Adaptive Scheduling for Reconfigurable Accelerators on Virtualized FPGAs
[NO] 1232/1810 | YOLOv8m-Powered Mobile Application for Automated Length and Width Measurement of Rice Grains
[NO] 1233/1810 | Energy-aware Systems and Services: A Fair Balancing Payoff of Shared Voluntary Investments in Power Systems
[NO] 1234/1810 | Simultaneous Estimation of Velocity and Mass Using an Augmented Extended Kalman Filter for Sliding Mode Control of Precision Magnetic Levitation Systems
[NO] 1235/1810 | Front cover
[NO] 1236/1810 | Fuzzy Logic-Based Multifactorial Optimization for Evolutionary Multitasking
[NO] 1237/1810 | Portable Integrated Transceiver Architecture for Low-cost Temperature Sensing
[NO] 1238/1810 | Robust Wake Detection for Enhanced Maritime Monitoring: Transfer Learning Through a Dedicated Multispectral Ship Wake Data Set
[NO] 1239/1810 | Movement Pattern Analysis Based on Point-Line-Plane Hierarchies and Machine Learning for Fall Risk Assessment in Community-Dwelling Older Adults
[NO] 1240/1810 | Keywords - Index Terms
[NO] 1241/1810 | Message from the General Co-Chairs
[NO] 1242/1810 | Committees
[NO] 1243/1810 | Characteristics of L-band Microwave Scattering from Layered Rough Soil with a Full-Wave Volume Integral Equation Approach
[NO] 1244/1810 | IEEE What If
[NO] 1245/1810 | Predictive Energy Management Using Random Forests for Fuel Cell-Powered UAVs
[NO] 1246/1810 | IEEE Open Journal of the Computer Society
[NO] 1247/1810 | Trajectory Tracking Control Framework Based on Driving Segment Extraction and Splicing
[NO] 1248/1810 | Title Page i
[NO] 1249/1810 | MARVEL-PUF: A Robust Multi-Bit Memory PUF for FPGA-based Embedded Systems Security
[NO] 1250/1810 | Year-End Message by the Editor-in-Chief
[NO] 1251/1810 | A deeper look on Explanation Methods for Deep Learning Models on Raw-Based Traffic of DDoS Attacks
[NO] 1252/1810 | Interactive Multimodal Storytelling Installation for Dementia Awareness and Engagement: Somewhere in This Fog of Memory
[NO] 1253/1810 | Toward Fully Accessible Digital Events: Guidelines, Platform Design, and PPTX-to-HTML Conversion
[NO] 1254/1810 | An Assessment of LLM-Based Auditing and Validation for Web Accessibility
[NO] 1255/1810 | Overview of Open Dataset Sessions and Benchmarking Competitions in 2023–2024 – Part 1 (QoMEX 2023 and QoMEX 2024)
[NO] 1256/1810 | Research on football detection and training methods based on deep learning and virtual reality technology
[NO] 1257/1810 | Data driven 3-D animation for student group collaboration
[YES] 1258/1810 | Are Static Analysis Tools Still Working during the Evolution of Smart Contracts? A Comprehensive Empirical Study
[NO] 1259/1810 | MDTrack: Micro-Doppler Assisted Multi-Target Tracking via Siamese Network Using MmWave Radar
[NO] 1260/1810 | Radiation-Scattering Co-Model-Driven Methodology for Anti-Jamming Antenna Array Design
[NO] 1261/1810 | Time-Constrained Interception of Seeker Equipped Interceptors with Bounded Input
[NO] 1262/1810 | Functionalized SiO
                    <sub>2</sub>
                    Wafer Platform for on chip Extracellular Vesicles Capture-Lysis for Electrochemical Sensing
[NO] 1263/1810 | Digital Probing of Activation Energy for Evaluating Reliability in 2D and 3D NAND Flash Memory
[NO] 1264/1810 | DRFusionRec: Enhancing Rationality and Diversity in Garment Recommendations
[NO] 1265/1810 | Committees
[NO] 1266/1810 | Table of Contents
[NO] 1267/1810 | Appendix
[NO] 1268/1810 | 2025 28th Euromicro Conference on Digital System Design (DSD)
[NO] 1269/1810 | Accurate, Efficient and Scalable Power Modeling for FPGA HLS
[NO] 1270/1810 | Trusted Lifecycle Management for AIGC Services in Metaverse: a Blockchain-Empowered Collaborative Service Framework
[NO] 1271/1810 | Symbolic and Compression-Based Complexity in EEG: Benchmarking Frameworks and Thalamic Applications
[NO] 1272/1810 | IEEE Volunteer Service Awards
[NO] 1273/1810 | ComSoc Membership
[NO] 1274/1810 | Object Recognition and Obstacle Avoidance for Multimobile Robots via Swin Transformer and Deep Reinforcement Learning
[NO] 1275/1810 | FIVPos: Fusion of indoor 5G positioning based on energy-optimized ranging and fingerprint in single gNB
[NO] 1276/1810 | Homogenized Planet Imagery
[NO] 1277/1810 | Flattening the Hierarchical Navigable Small World Graph for Efficient Hardware-Based Vector Search
[NO] 1278/1810 | Power Outage and Cause Detection Using Social Media: A Hybrid Architecture with Real-Time Visualization Dashboard
[NO] 1279/1810 | SAFEXPLAIN: a Complete Approach Towards Trustworthy AI-Based Safety-Critical Systems
[NO] 1280/1810 | Hydrodynamic Analysis of Fish Propulsion Performance Under Different Swimming Modes
[NO] 1281/1810 | Elevating Legal Understanding: A Dedicated Instruction Dataset and an Optimized LLM for Legal Information Extraction to Support the Juridical Interpretation of Marine Environmental Law
[NO] 1282/1810 | Development of a Finger Mechanism for Myoelectric Prosthetic Hand Using Compact Mode-Shift Linkage Mechanism with Singularity Configuration
[NO] 1283/1810 | Polysilicon PIN diode characterization and scaling in low-cost 40nm technology for IoT applications
[NO] 1284/1810 | Design and Validation of Linkage-Switching-Based Wheel-Leg Composite Joint for Humanoid Robots
[NO] 1285/1810 | Bionic Collapsible Wings in Aquatic-Aerial Robot
[NO] 1286/1810 | Cognitive Map-Driven Intelligent Navigation and Control for Quadruped Medical Rescue Robots
[NO] 1287/1810 | Pulse Rate-Based Automatic Adjustment of Walking Load for Aerobic Training Using PPG Sensor and MR Fluid Brake
[NO] 1288/1810 | Photocatalytic Hydrogen Production and CO
                    <sub>2</sub>
                    Reduction Using ZnO-GO Composites: A Sustainable Microwave-Assisted Synthesis via Orange Peel Extract
[NO] 1289/1810 | An Engineering Solution to Measure and Simulate Induced Voltage and Current on De-energized Transmission Lines
[NO] 1290/1810 | A 22nm CMOS 0.017mm
                    <sup>2</sup>
                    0.9V 0.26nW-Standby-Power 2.7mW-Peak-Power 37GHz Biocompatibly-Covered Ingestible OOK Transmitter Enabling 1cm Communication Via Simulated Large Intestine Model for Digital Pills
[NO] 1291/1810 | Evaluating FPGA Architectures for Quantized CNN Inference in Construction Monitoring Applications
[NO] 1292/1810 | Battery Swapping Stations for Long Haul Freight Charging Considering an Electrified Supply Chain
[NO] 1293/1810 | Machine Learning-Based Detectors of High Impedance Faults in Power Systems
[NO] 1294/1810 | Multi-Label Clinical Text Classification Under Class Imbalance: A GRU-Based Study on MIMIC-III
[NO] 1295/1810 | Interpolation Based Direct Digital Synthesizer With FMCW Capabilities for Automotive RADAR Applications
[NO] 1296/1810 | Characterization of a 5 GHz Frequency Divider for a Cryogenic PLL in 22-nm FDSOI
[NO] 1297/1810 | CNN-Based Controller Hardware in The Loop Testing for Voltage Regulation in DC Microgrids
[NO] 1298/1810 | A Robotic Dynamic Collision Avoidance Method for Human-Robot Collaborative Assembly
[NO] 1299/1810 | A Versatile Time-Domain Winner-Take-All Spike Decoder for Neuromorphic Systems
[NO] 1300/1810 | Dual-Scale Fusion Neural Network (DFNN) for Robust Hand Rehabilitation Action Recognition Under Muscle Fatigue Conditions
[NO] 1301/1810 | In-Context Learning for Microcontroller Performance Screening Using Tabular Foundation Models
[NO] 1302/1810 | Development of a Portable PV Impedance Analyzer Using STEMlab 125-10
[YES] 1303/1810 | Efficient Fuzzing Seed Generation Method Based on Diffusion Generation Model
[NO] 1304/1810 | Advancing Wound Management with Smart and Sustainable Electronics for a Human-Environment-Centric Society: A Life Cycle Assessment Approach
[NO] 1305/1810 | Mindeye-Omniassist: A Gaze-Driven LLM-Enhanced Assistive Robot System for Implicit Intention Recognition and Task Execution
[NO] 1306/1810 | A Survey of Energy Efficiency for Kubernetes Clusters
[NO] 1307/1810 | Attack Identification in Industrial Control Systems Using TabNet
[NO] 1308/1810 | ChromaFlow: End-to-End Flow Matching for Efficient Video Colorization
[NO] 1309/1810 | EvolvingGS: Stable Volumetric Video via High-Fidelity Evolving 3D Guassian Reconstruction
[NO] 1310/1810 | On the impact of diffusion models in estimation of distribution algorithms
[NO] 1311/1810 | Design of a class of hyperchaotic systems based on three-dimensional Lü systems
[NO] 1312/1810 | A Guided and Flexible LLM-based Approach for Knowledge Extraction from Text
[NO] 1313/1810 | A Semantic Framework for the Contextual Interpretation of ADHD Symptom Manifestations
[NO] 1314/1810 | MM-GTA: Morphological Modeling via Graph-based Text Adaptation for Arabic Dialect Transfer
[NO] 1315/1810 | High Gain Transmitarray Lens Antenna Transceiver for Terahertz Communications_supp1-3638129.mp4
[NO] 1316/1810 | 2025 Index IEEE Transactions on Neural Networks and Learning Systems
[NO] 1317/1810 | MonoMPC: Monocular Vision Based Navigation with Learned Collision Model and Risk-Aware Model Predictive Control_supp1-3641112.mp4
[NO] 1318/1810 | Predefined-Time Neural Network-Based Consensus for Constrained Multiple AUV Systems With Hysteresis
[NO] 1319/1810 | Exploring Neural Mechanisms of Visual Working Memory for Real-World Stimuli Categories: Insights from the Fusiform Gyrus
[NO] 1320/1810 | Advertisers Index
[NO] 1321/1810 | ComSoc Publications
[NO] 1322/1810 | Covert Entanglement Generation over Bosonic Channels
[NO] 1323/1810 | JDFuzz: A Hardware-Software Approach for Accelerating Fuzzing Embedded Systems
[NO] 1324/1810 | A Novel Elliptical Coreless Winding Topology for Enhanced Electromagnetic Performance
[NO] 1325/1810 | ComSoc Training
[NO] 1326/1810 | Pro's Eyes: A Wearable System for Synchronous and Asynchronous Observational Pattern Learning
[NO] 1327/1810 | A Brain-Inspired Multimodal Fusion-Based Dynamic Obstacle Avoidance Approach for Mobile Robots
[NO] 1328/1810 | Comparison of Ultra-Low Phase Noise BAW-Based NMOS and PMOS Cross-Coupled Oscillators
[NO] 1329/1810 | Review of Breast Cancer Datasets and Repositories: Emphasis on Longitudinal Component
[NO] 1330/1810 | Design and Manufacturing of a Four-Winged Aerial Vehicle Driven by Flexure Hinge Transmission
[NO] 1331/1810 | Building a Side-Channel Attack Scheme on SipHash FPGA Implementation
[NO] 1332/1810 | A Hybrid System for Mouse and Mobile Robot Cooperation
[NO] 1333/1810 | An Ultra-Low Power CMOS Pulse Generator for Skyrmionic Circuits
[NO] 1334/1810 | Non-Functional Properties in HPC Systems: Design Exploration of Energy, Power, and Reliability
[NO] 1335/1810 | Functional Structural Color Hydrogel Adhesives for Soft Robotic Epidermal Sensing
[NO] 1336/1810 | Design and Implementation of a Communication Converter to Enable Tactical Microgrid Standard Communications with Legacy Power Devices
[NO] 1337/1810 | Modified Wallace-Tree Architecture Design and Implementation for High-Speed Multiplier
[NO] 1338/1810 | A 100 V Input Common-Mode Range Compact Three-Step Incremental ADC Architecture Evaluation Achieving 101.48 dB SNDR and 6.46 μV
                    <sub>RMS</sub>
                    Input-Referred Noise
[NO] 1339/1810 | Long-Distance Microswarm Control System with Hybrid Precision in Complex Environments
[NO] 1340/1810 | Adaptive LIF Spiking Neural Networks for Satellite Anomaly Detection
[NO] 1341/1810 | Iowa’s Visions for Future Electric Grids: Survey Results
[NO] 1342/1810 | Artificial Intelligence Enables Increased Data Rate of True Random Number Generator
[NO] 1343/1810 | Hybrid NIDS Architecture Leveraging Suricata, Zeek and the ELK Stack
[NO] 1344/1810 | Deep Q-Network Driven Microgrid Islanding for Mitigating False Data Injection Attack
[YES] 1345/1810 | Execution Platform Contracts
[NO] 1346/1810 | Study on the Dynamic Characteristics of an FBG-Based Six-Dimensional Force Bone Drill Operator
[NO] 1347/1810 | Memory-Less 12-Bit Direct Digital Frequency Synthesizer Architecture on FPGA
[NO] 1348/1810 | Machine Learning-Driven Inter-Turn Short-Circuit Fault Diagnosis for Wind Turbine Transformers
[NO] 1349/1810 | Architectural Trade-Offs in the Design of High-Speed PAM-3 Wireline Transmitters
[NO] 1350/1810 | Efficient POSIT Multiplier with Multi-flag Priority Encoding and Multistage Booth Processing
